PublicationYear,PMID,Type
2019,31778652,JOURNAL ARTICLE
2019,31778177,JOURNAL ARTICLE
2019,31777933,JOURNAL ARTICLE
2019,31775256,JOURNAL ARTICLE
2019,31773206,JOURNAL ARTICLE
2019,31769874,JOURNAL ARTICLE
2019,31768062,JOURNAL ARTICLE
2019,31767994,JOURNAL ARTICLE
2019,31767756,JOURNAL ARTICLE
2019,31767000,JOURNAL ARTICLE
2019,31766535,JOURNAL ARTICLE
2019,31765565,JOURNAL ARTICLE
2019,31762501,JOURNAL ARTICLE
2019,31762134,JOURNAL ARTICLE
2019,31761913,JOURNAL ARTICLE
2019,31755783,JOURNAL ARTICLE
2019,31754027,JOURNAL ARTICLE
2019,31753995,JOURNAL ARTICLE
2019,31751123,JOURNAL ARTICLE
2019,31750651,JOURNAL ARTICLE
2019,31750411,JOURNAL ARTICLE
2019,31750410,JOURNAL ARTICLE
2019,31750294,JOURNAL ARTICLE
2019,31750012,JOURNAL ARTICLE
2019,31749778,JOURNAL ARTICLE
2019,31748511,JOURNAL ARTICLE
2019,31747755,JOURNAL ARTICLE
2019,31744209,JOURNAL ARTICLE
2019,31742389,JOURNAL ARTICLE
2019,31740968,JOURNAL ARTICLE
2019,31740769,JOURNAL ARTICLE
2019,31739283,JOURNAL ARTICLE
2019,31737622,JOURNAL ARTICLE
2019,31737092,PUBLISHED ERRATUM
2019,31736499,JOURNAL ARTICLE
2019,31734603,JOURNAL ARTICLE
2019,31728760,JOURNAL ARTICLE
2019,31727372,JOURNAL ARTICLE
2019,31726216,JOURNAL ARTICLE
2019,31724704,JOURNAL ARTICLE
2019,31722486,JOURNAL ARTICLE
2019,31721691,JOURNAL ARTICLE
2019,31720641,JOURNAL ARTICLE
2019,31719930,JOURNAL ARTICLE
2019,31719208,JOURNAL ARTICLE
2019,31718803,JOURNAL ARTICLE
2019,31718802,JOURNAL ARTICLE
2019,31718625,JOURNAL ARTICLE
2019,31715494,JOURNAL ARTICLE
2019,31715493,JOURNAL ARTICLE
2019,31714755,JOURNAL ARTICLE
2019,31713635,JOURNAL ARTICLE
2019,31711816,JOURNAL ARTICLE
2019,31711645,JOURNAL ARTICLE
2019,31710042,JOURNAL ARTICLE
2019,31709010,JOURNAL ARTICLE
2019,31707657,JOURNAL ARTICLE
2019,31707441,JOURNAL ARTICLE
2019,31707076,JOURNAL ARTICLE
2018,31706984,JOURNAL ARTICLE
2019,31706506,JOURNAL ARTICLE
2019,31705812,JOURNAL ARTICLE
2019,31705217,JOURNAL ARTICLE
2018,31704912,JOURNAL ARTICLE
2019,31704721,JOURNAL ARTICLE
2019,31704686,JOURNAL ARTICLE
2016,31701873,JOURNAL ARTICLE
2019,31701029,JOURNAL ARTICLE
2019,31699986,JOURNAL ARTICLE
2019,31699984,JOURNAL ARTICLE
2019,31699116,JOURNAL ARTICLE
2018,31697995,JOURNAL ARTICLE
2019,31693795,JOURNAL ARTICLE
2019,31692190,JOURNAL ARTICLE
2019,31691164,JOURNAL ARTICLE
2019,31690234,JOURNAL ARTICLE
2019,31689317,JOURNAL ARTICLE
2018,31686032,JOURNAL ARTICLE
2019,31683628,JOURNAL ARTICLE
2019,31682055,JOURNAL ARTICLE
2019,31681738,JOURNAL ARTICLE
2019,31680396,JOURNAL ARTICLE
2019,31679827,JOURNAL ARTICLE
2019,31678427,JOURNAL ARTICLE
2019,31678396,EDITORIAL
2019,31677948,JOURNAL ARTICLE
2019,31677059,JOURNAL ARTICLE
2019,31676476,JOURNAL ARTICLE
2019,31676064,EDITORIAL
2019,31673669,JOURNAL ARTICLE
2019,31672987,JOURNAL ARTICLE
2019,31671786,JOURNAL ARTICLE
2019,31671181,JOURNAL ARTICLE
2019,31671179,JOURNAL ARTICLE
2019,31669339,JOURNAL ARTICLE
2019,31669138,JOURNAL ARTICLE
2019,31668236,JOURNAL ARTICLE
2019,31668039,JOURNAL ARTICLE
2019,31668035,JOURNAL ARTICLE
2019,31667500,JOURNAL ARTICLE
2019,31667368,JOURNAL ARTICLE
2019,31666578,JOURNAL ARTICLE
2019,31665644,JOURNAL ARTICLE
2019,31665284,JOURNAL ARTICLE
2019,31659603,JOURNAL ARTICLE
2019,31659184,JOURNAL ARTICLE
2019,31659021,JOURNAL ARTICLE
2019,31658746,JOURNAL ARTICLE
2019,31657907,JOURNAL ARTICLE
2019,31656120,JOURNAL ARTICLE
2019,31654473,JOURNAL ARTICLE
2019,31654417,JOURNAL ARTICLE
2019,31654413,JOURNAL ARTICLE
2019,31653446,JOURNAL ARTICLE
2019,31649647,EDITORIAL
2019,31647630,JOURNAL ARTICLE
2019,31646187,JOURNAL ARTICLE
2019,31644401,JOURNAL ARTICLE
2019,31642890,JOURNAL ARTICLE
2019,31642319,JOURNAL ARTICLE
2019,31641044,JOURNAL ARTICLE
2019,31640713,JOURNAL ARTICLE
2019,31637368,JOURNAL ARTICLE
2019,31636705,JOURNAL ARTICLE
2019,31636266,JOURNAL ARTICLE
2019,31633684,JOURNAL ARTICLE
2019,31631528,JOURNAL ARTICLE
2019,31630238,JOURNAL ARTICLE
2019,31628378,JOURNAL ARTICLE
2019,31627138,JOURNAL ARTICLE
2019,31626362,JOURNAL ARTICLE
2019,31625898,JOURNAL ARTICLE
2019,31625897,JOURNAL ARTICLE
2019,31625464,JOURNAL ARTICLE
2019,31624201,JOURNAL ARTICLE
2019,31622928,JOURNAL ARTICLE
2019,31622554,JOURNAL ARTICLE
2019,31621750,JOURNAL ARTICLE
2019,31621297,JOURNAL ARTICLE
2019,31616392,JOURNAL ARTICLE
2018,31612811,JOURNAL ARTICLE
2019,31612447,JOURNAL ARTICLE
2019,31612240,JOURNAL ARTICLE
2019,31609054,JOURNAL ARTICLE
2019,31607123,JOURNAL ARTICLE
2019,31606090,JOURNAL ARTICLE
2019,31604953,JOURNAL ARTICLE
2019,31604768,JOURNAL ARTICLE
2019,31603270,JOURNAL ARTICLE
2019,31602927,JOURNAL ARTICLE
2019,31602604,JOURNAL ARTICLE
2019,31601521,JOURNAL ARTICLE
2019,31601227,JOURNAL ARTICLE
2019,31599368,JOURNAL ARTICLE
2019,31598283,JOURNAL ARTICLE
2019,31597405,EDITORIAL
2019,31596566,JOURNAL ARTICLE
2019,31596563,JOURNAL ARTICLE
2019,31596523,JOURNAL ARTICLE
2019,31596072,JOURNAL ARTICLE
2019,31595618,JOURNAL ARTICLE
2019,31595614,JOURNAL ARTICLE
2019,31593512,JOURNAL ARTICLE
2019,31593438,JOURNAL ARTICLE
2019,31593201,JOURNAL ARTICLE
2018,31592430,JOURNAL ARTICLE
2018,31591552,LETTER
2019,31591268,JOURNAL ARTICLE
2019,31591215,JOURNAL ARTICLE
2019,31589780,JOURNAL ARTICLE
2019,31588687,JOURNAL ARTICLE
2017,31585083,JOURNAL ARTICLE
2019,31585026,JOURNAL ARTICLE
2019,31584803,JOURNAL ARTICLE
2019,31584178,JOURNAL ARTICLE
2019,31584177,JOURNAL ARTICLE
2019,31583448,JOURNAL ARTICLE
2019,31582523,JOURNAL ARTICLE
2019,31581942,EVALUATION STUDY
2019,31580653,JOURNAL ARTICLE
2019,31578461,JOURNAL ARTICLE
2019,31577419,JOURNAL ARTICLE
2019,31577416,JOURNAL ARTICLE
2019,31576535,JOURNAL ARTICLE
2019,31574217,JOURNAL ARTICLE
2019,31573136,EDITORIAL
2019,31572493,JOURNAL ARTICLE
2019,31569999,JOURNAL ARTICLE
2019,31569579,JOURNAL ARTICLE
2019,31565852,JOURNAL ARTICLE
2018,31563473,JOURNAL ARTICLE
2019,31563048,JOURNAL ARTICLE
2019,31561525,JOURNAL ARTICLE
2019,31558606,JOURNAL ARTICLE
2019,31555995,JOURNAL ARTICLE
2019,31554826,JOURNAL ARTICLE
2019,31553573,JOURNAL ARTICLE
2019,31553025,JOURNAL ARTICLE
2019,31552424,JOURNAL ARTICLE
2019,31552239,JOURNAL ARTICLE
2019,31550142,JOURNAL ARTICLE
2019,31549681,JOURNAL ARTICLE
2019,31548864,JOURNAL ARTICLE
2019,31548848,JOURNAL ARTICLE
2019,31548547,JOURNAL ARTICLE
2019,31547812,JOURNAL ARTICLE
2019,31546304,JOURNAL ARTICLE
2019,31544939,JOURNAL ARTICLE
2019,31543884,JOURNAL ARTICLE
2018,31542413,JOURNAL ARTICLE
2019,31540985,JOURNAL ARTICLE
2019,31539231,JOURNAL ARTICLE
2019,31538358,JOURNAL ARTICLE
2019,31536326,JOURNAL ARTICLE
2019,31532903,JOURNAL ARTICLE
2019,31532640,JOURNAL ARTICLE
2019,31532633,JOURNAL ARTICLE
2019,31529570,JOURNAL ARTICLE
2019,31527483,JOURNAL ARTICLE
2019,31526004,JOURNAL ARTICLE
2019,31522138,JOURNAL ARTICLE
2019,31518500,JOURNAL ARTICLE
2019,31516550,JOURNAL ARTICLE
2019,31515597,JOURNAL ARTICLE
2019,31515595,EVALUATION STUDY
2019,31511505,JOURNAL ARTICLE
2019,31509383,JOURNAL ARTICLE
2019,31508935,JOURNAL ARTICLE
2019,31506299,JOURNAL ARTICLE
2019,31505401,JOURNAL ARTICLE
2019,31505314,JOURNAL ARTICLE
2019,31505248,JOURNAL ARTICLE
2019,31505217,COMPARATIVE STUDY
2018,31504742,JOURNAL ARTICLE
2019,31501561,JOURNAL ARTICLE
2019,31501509,JOURNAL ARTICLE
2019,31500408,JOURNAL ARTICLE
2019,31500407,JOURNAL ARTICLE
2019,31495713,JOURNAL ARTICLE
2019,31494210,JOURNAL ARTICLE
2019,31492664,JOURNAL ARTICLE
2019,31491545,JOURNAL ARTICLE
2019,31491082,JOURNAL ARTICLE
2019,31490060,JOURNAL ARTICLE
2018,31488693,JOURNAL ARTICLE
2019,31486562,JOURNAL ARTICLE
2019,31485382,JOURNAL ARTICLE
2019,31484688,JOURNAL ARTICLE
2019,31482281,JOURNAL ARTICLE
2019,31482090,JOURNAL ARTICLE
2019,31480298,JOURNAL ARTICLE
2019,31473013,JOURNAL ARTICLE
2019,31471316,JOURNAL ARTICLE
2019,31471217,JOURNAL ARTICLE
2019,31470258,JOURNAL ARTICLE
2019,31469832,JOURNAL ARTICLE
2019,31466822,EDITORIAL
2019,31464371,JOURNAL ARTICLE
2019,31463535,JOURNAL ARTICLE
2019,31462649,JOURNAL ARTICLE
2018,31459058,JOURNAL ARTICLE
2018,31458231,JOURNAL ARTICLE
2019,31457099,JOURNAL ARTICLE
2019,31451697,JOURNAL ARTICLE
2019,31450559,JOURNAL ARTICLE
2019,31448268,JOURNAL ARTICLE
2019,31446290,JOURNAL ARTICLE
2019,31446252,JOURNAL ARTICLE
2018,31444322,JOURNAL ARTICLE
2019,31441619,JOURNAL ARTICLE
2018,31437573,JOURNAL ARTICLE
2019,31436884,JOURNAL ARTICLE
2019,31436506,JOURNAL ARTICLE
2019,31434894,JOURNAL ARTICLE
2019,31434578,JOURNAL ARTICLE
2019,31433157,JOURNAL ARTICLE
2018,31431891,JOURNAL ARTICLE
2019,31431299,JOURNAL ARTICLE
2019,31431159,JOURNAL ARTICLE
2019,31430276,JOURNAL ARTICLE
2019,31429783,JOURNAL ARTICLE
2019,31429541,JOURNAL ARTICLE
2019,31428784,JOURNAL ARTICLE
2019,31427097,JOURNAL ARTICLE
2019,31426276,JOURNAL ARTICLE
2019,31424146,JOURNAL ARTICLE
2019,31423599,JOURNAL ARTICLE
2019,31423466,JOURNAL ARTICLE
2019,31421969,JOURNAL ARTICLE
2019,31421856,JOURNAL ARTICLE
2019,31419124,JOURNAL ARTICLE
2019,31419103,JOURNAL ARTICLE
2019,31417136,JOURNAL ARTICLE
2019,31416567,EDITORIAL
2019,31413315,JOURNAL ARTICLE
2019,31411370,JOURNAL ARTICLE
2019,31410507,JOURNAL ARTICLE
2019,31409662,JOURNAL ARTICLE
2019,31409350,JOURNAL ARTICLE
2019,31408698,JOURNAL ARTICLE
2018,31406376,JOURNAL ARTICLE
2018,31406375,JOURNAL ARTICLE
2019,31405219,JOURNAL ARTICLE
2019,31405077,JOURNAL ARTICLE
2019,31404385,JOURNAL ARTICLE
2018,31404092,JOURNAL ARTICLE
2019,31403072,JOURNAL ARTICLE
2019,31400245,JOURNAL ARTICLE
2018,31399594,JOURNAL ARTICLE
2019,31399264,JOURNAL ARTICLE
2019,31397992,JOURNAL ARTICLE
2019,31397921,JOURNAL ARTICLE
2018,31395784,JOURNAL ARTICLE
2019,31395057,JOURNAL ARTICLE
2019,31393707,JOURNAL ARTICLE
2019,31392336,JOURNAL ARTICLE
2019,31390545,JOURNAL ARTICLE
2019,31390134,JOURNAL ARTICLE
2019,31387837,JOURNAL ARTICLE
2019,31386360,JOURNAL ARTICLE
2019,31386355,JOURNAL ARTICLE
2019,31383408,JOURNAL ARTICLE
2018,31382891,JOURNAL ARTICLE
2019,31382741,JOURNAL ARTICLE
2019,31378699,JOURNAL ARTICLE
2019,31376406,EDITORIAL
2019,31375795,NEWS
2019,31375026,JOURNAL ARTICLE
2019,31372451,JOURNAL ARTICLE
2019,31370199,JOURNAL ARTICLE
2019,31370052,JOURNAL ARTICLE
2018,31369103,JOURNAL ARTICLE
2019,31362590,JOURNAL ARTICLE
2019,31359707,JOURNAL ARTICLE
2019,31358893,JOURNAL ARTICLE
2019,31357322,JOURNAL ARTICLE
2019,31352349,JOURNAL ARTICLE
2019,31352057,JOURNAL ARTICLE
2019,31348656,JOURNAL ARTICLE
2019,31346180,JOURNAL ARTICLE
2019,31342652,JOURNAL ARTICLE
2018,31341284,JOURNAL ARTICLE
2019,31341280,JOURNAL ARTICLE
2019,31339359,JOURNAL ARTICLE
2019,31338122,JOURNAL ARTICLE
2019,31337910,NEWS
2018,31337759,JOURNAL ARTICLE
2019,31336805,EDITORIAL
2019,31335131,JOURNAL ARTICLE
2018,31332312,JOURNAL ARTICLE
2019,31326469,JOURNAL ARTICLE
2019,31324672,JOURNAL ARTICLE
2019,31324384,JOURNAL ARTICLE
2019,31323998,JOURNAL ARTICLE
2019,31321701,JOURNAL ARTICLE
2019,31320118,JOURNAL ARTICLE
2019,31319671,JOURNAL ARTICLE
2019,31319670,JOURNAL ARTICLE
2019,31319110,JOURNAL ARTICLE
2019,31317651,EDITORIAL
2019,31316580,JOURNAL ARTICLE
2019,31313425,JOURNAL ARTICLE
2019,31311835,BIOGRAPHY
2019,31311671,JOURNAL ARTICLE
2019,31311182,JOURNAL ARTICLE
2019,31310519,JOURNAL ARTICLE
2019,31310234,JOURNAL ARTICLE
2019,31309269,JOURNAL ARTICLE
2018,31308373,JOURNAL ARTICLE
2019,31306566,JOURNAL ARTICLE
2019,31305981,JOURNAL ARTICLE
2019,31304830,JOURNAL ARTICLE
2019,31303993,JOURNAL ARTICLE
2019,31303341,JOURNAL ARTICLE
2019,31302223,JOURNAL ARTICLE
2019,31301675,JOURNAL ARTICLE
2019,31298841,JOURNAL ARTICLE
2019,31298831,JOURNAL ARTICLE
2019,31298694,JOURNAL ARTICLE
2019,31296448,JOURNAL ARTICLE
2019,31290661,JOURNAL ARTICLE
2019,31288139,JOURNAL ARTICLE
2019,31288083,JOURNAL ARTICLE
2018,31285593,JOURNAL ARTICLE
2019,31285192,JOURNAL ARTICLE
2019,31284720,JOURNAL ARTICLE
2019,31281737,JOURNAL ARTICLE
2018,31281326,JOURNAL ARTICLE
2018,31279505,JOURNAL ARTICLE
2019,31278525,JOURNAL ARTICLE
2019,31277549,JOURNAL ARTICLE
2019,31273471,JOURNAL ARTICLE
2018,31270504,JOURNAL ARTICLE
2019,31269324,JOURNAL ARTICLE
2019,31269201,JOURNAL ARTICLE
2019,31268677,JOURNAL ARTICLE
2019,31268303,JOURNAL ARTICLE
2019,31268301,JOURNAL ARTICLE
2019,31267870,JOURNAL ARTICLE
2019,31267633,JOURNAL ARTICLE
2018,31267113,JOURNAL ARTICLE
2019,31267106,JOURNAL ARTICLE
2019,31267105,JOURNAL ARTICLE
2019,31266358,JOURNAL ARTICLE
2019,31264368,EDITORIAL
2019,31262955,JOURNAL ARTICLE
2018,31262716,JOURNAL ARTICLE
2019,31260271,JOURNAL ARTICLE
2019,31257861,JOURNAL ARTICLE
2018,31257417,JOURNAL ARTICLE
2019,31257057,JOURNAL ARTICLE
2019,31255171,JOURNAL ARTICLE
2019,31254926,JOURNAL ARTICLE
2019,31254549,JOURNAL ARTICLE
2019,31253751,JOURNAL ARTICLE
2019,31252652,JOURNAL ARTICLE
2019,31252431,JOURNAL ARTICLE
2018,31251741,JOURNAL ARTICLE
2019,31250985,JOURNAL ARTICLE
2019,31249410,JOURNAL ARTICLE
2019,31245634,JOURNAL ARTICLE
2019,31245364,JOURNAL ARTICLE
2019,31245363,JOURNAL ARTICLE
2019,31244892,JOURNAL ARTICLE
2019,31243078,JOURNAL ARTICLE
2019,31242391,JOURNAL ARTICLE
2019,31241792,JOURNAL ARTICLE
2019,31241330,JOURNAL ARTICLE
2019,31239480,JOURNAL ARTICLE
2019,31238280,JOURNAL ARTICLE
2019,31235938,NEWS
2019,31235547,JOURNAL ARTICLE
2018,31231383,JOURNAL ARTICLE
2018,31230714,JOURNAL ARTICLE
2019,31220662,JOURNAL ARTICLE
2019,31216840,JOURNAL ARTICLE
2019,31210402,JOURNAL ARTICLE
2018,31209208,JOURNAL ARTICLE
2019,31208387,JOURNAL ARTICLE
2019,31207291,JOURNAL ARTICLE
2019,31207024,JOURNAL ARTICLE
2018,31206509,JOURNAL ARTICLE
2019,31200016,JOURNAL ARTICLE
2019,31199770,JOURNAL ARTICLE
2018,31199768,JOURNAL ARTICLE
2019,31199132,JOURNAL ARTICLE
2018,31197154,JOURNAL ARTICLE
2018,31193384,JOURNAL ARTICLE
2019,31192518,JOURNAL ARTICLE
2019,31192204,JOURNAL ARTICLE
2019,31192199,JOURNAL ARTICLE
2019,31191858,JOURNAL ARTICLE
2019,31191324,JOURNAL ARTICLE
2019,31188584,JOURNAL ARTICLE
2019,31187113,JOURNAL ARTICLE
2019,31186357,JOURNAL ARTICLE
2019,31186335,JOURNAL ARTICLE
2019,31185158,JOURNAL ARTICLE
2019,31183992,JOURNAL ARTICLE
2019,31183952,JOURNAL ARTICLE
2019,31182499,JOURNAL ARTICLE
2019,31182484,JOURNAL ARTICLE
2019,31181895,JOURNAL ARTICLE
2019,31181894,JOURNAL ARTICLE
2019,31181820,JOURNAL ARTICLE
2019,31181679,JOURNAL ARTICLE
2018,31181342,JOURNAL ARTICLE
2019,31181317,JOURNAL ARTICLE
2019,31181154,JOURNAL ARTICLE
2018,31179279,JOURNAL ARTICLE
2018,31178116,JOURNAL ARTICLE
2019,31177625,JOURNAL ARTICLE
2019,31177312,JOURNAL ARTICLE
2018,31176995,JOURNAL ARTICLE
2019,31175189,JOURNAL ARTICLE
2019,31175185,JOURNAL ARTICLE
2019,31173001,JOURNAL ARTICLE
2019,31172945,JOURNAL ARTICLE
2018,31172524,JOURNAL ARTICLE
2019,31168866,JOURNAL ARTICLE
2019,31167961,JOURNAL ARTICLE
2019,31167101,JOURNAL ARTICLE
2019,31166702,JOURNAL ARTICLE
2019,31166196,JOURNAL ARTICLE
2019,31166195,JOURNAL ARTICLE
2019,31165201,JOURNAL ARTICLE
2019,31164618,JOURNAL ARTICLE
2019,31164605,JOURNAL ARTICLE
2019,31162606,JOURNAL ARTICLE
2019,31161383,JOURNAL ARTICLE
2019,31159886,JOURNAL ARTICLE
2019,31158655,JOURNAL ARTICLE
2019,31157124,JOURNAL ARTICLE
2019,31157123,JOURNAL ARTICLE
2019,31155068,EDITORIAL
2019,31155049,JOURNAL ARTICLE
2018,31154079,JOURNAL ARTICLE
2018,31152870,JOURNAL ARTICLE
2019,31152453,JOURNAL ARTICLE
2019,31150899,JOURNAL ARTICLE
2019,31150590,JOURNAL ARTICLE
2019,31150285,EDITORIAL
2019,31149896,JOURNAL ARTICLE
2018,31148366,JOURNAL ARTICLE
2019,31147756,JOURNAL ARTICLE
2019,31147158,JOURNAL ARTICLE
2019,31145993,JOURNAL ARTICLE
2019,31142347,JOURNAL ARTICLE
2019,31141338,JOURNAL ARTICLE
2019,31140279,JOURNAL ARTICLE
2019,31139256,JOURNAL ARTICLE
2019,31139252,JOURNAL ARTICLE
2019,31138720,JOURNAL ARTICLE
2019,31136835,JOURNAL ARTICLE
2019,31136146,JOURNAL ARTICLE
2019,31134799,JOURNAL ARTICLE
2019,31134415,JOURNAL ARTICLE
2019,31134410,JOURNAL ARTICLE
2018,31134195,JOURNAL ARTICLE
2018,31134130,JOURNAL ARTICLE
2018,31134005,JOURNAL ARTICLE
2019,31132850,JOURNAL ARTICLE
2019,31132322,JOURNAL ARTICLE
2019,31130936,JOURNAL ARTICLE
2018,31130521,JOURNAL ARTICLE
2019,31129468,JOURNAL ARTICLE
2018,31129060,JOURNAL ARTICLE
2019,31128792,EDITORIAL
2019,31128787,JOURNAL ARTICLE
2019,31128780,JOURNAL ARTICLE
2019,31128779,JOURNAL ARTICLE
2019,31128776,JOURNAL ARTICLE
2019,31128773,JOURNAL ARTICLE
2018,31128430,JOURNAL ARTICLE
2019,31126285,JOURNAL ARTICLE
2019,31125566,JOURNAL ARTICLE
2019,31124712,JOURNAL ARTICLE
2019,31121970,JOURNAL ARTICLE
2019,31121181,JOURNAL ARTICLE
2019,31120731,JOURNAL ARTICLE
2019,31120026,JOURNAL ARTICLE
2019,31118296,JOURNAL ARTICLE
2019,31117640,JOURNAL ARTICLE
2019,31117639,JOURNAL ARTICLE
2019,31117507,JOURNAL ARTICLE
2019,31117391,JOURNAL ARTICLE
2019,31117381,JOURNAL ARTICLE
2019,31117362,JOURNAL ARTICLE
2019,31117359,JOURNAL ARTICLE
2019,31117169,JOURNAL ARTICLE
2019,31115943,JOURNAL ARTICLE
2019,31115703,JOURNAL ARTICLE
2019,31115333,JOURNAL ARTICLE
2019,31115322,NEWS
2018,31114928,JOURNAL ARTICLE
2018,31114552,JOURNAL ARTICLE
2018,31113367,JOURNAL ARTICLE
2019,31113334,JOURNAL ARTICLE
2019,31112539,JOURNAL ARTICLE
2019,31111634,JOURNAL ARTICLE
2018,31110305,JOURNAL ARTICLE
2019,31107450,JOURNAL ARTICLE
2019,31103047,JOURNAL ARTICLE
2019,31102790,JOURNAL ARTICLE
2019,31101942,JOURNAL ARTICLE
2019,31101670,JOURNAL ARTICLE
2018,31101014,JOURNAL ARTICLE
2019,31100182,JOURNAL ARTICLE
2019,31097820,NEWS
2019,31095905,JOURNAL ARTICLE
2018,31092918,JOURNAL ARTICLE
2019,31091862,JOURNAL ARTICLE
2019,31091408,JOURNAL ARTICLE
2019,31090995,JOURNAL ARTICLE
2018,31088375,JOURNAL ARTICLE
2019,31087814,JOURNAL ARTICLE
2019,31087750,JOURNAL ARTICLE
2019,31086565,JOURNAL ARTICLE
2018,31086564,JOURNAL ARTICLE
2018,31086330,JOURNAL ARTICLE
2018,31086248,JOURNAL ARTICLE
2019,31086174,JOURNAL ARTICLE
2019,31083890,JOURNAL ARTICLE
2019,31082661,JOURNAL ARTICLE
2019,31079333,JOURNAL ARTICLE
2019,31078597,JOURNAL ARTICLE
2019,31076338,JOURNAL ARTICLE
2019,31075874,JOURNAL ARTICLE
2019,31075444,JOURNAL ARTICLE
2019,31073570,JOURNAL ARTICLE
2019,31073328,JOURNAL ARTICLE
2019,31073327,JOURNAL ARTICLE
2019,31072100,JOURNAL ARTICLE
2018,31071615,JOURNAL ARTICLE
2019,31071513,JOURNAL ARTICLE
2019,31070293,JOURNAL ARTICLE
2019,31069462,JOURNAL ARTICLE
2018,31069234,JOURNAL ARTICLE
2019,31069221,JOURNAL ARTICLE
2018,31068697,JOURNAL ARTICLE
2019,31066556,JOURNAL ARTICLE
2018,31066190,JOURNAL ARTICLE
2019,31064376,JOURNAL ARTICLE
2018,31063878,JOURNAL ARTICLE
2018,31063791,JOURNAL ARTICLE
2019,31063692,JOURNAL ARTICLE
2019,31062310,JOURNAL ARTICLE
2019,31062027,JOURNAL ARTICLE
2019,31061396,JOURNAL ARTICLE
2019,31059832,JOURNAL ARTICLE
2019,31059645,JOURNAL ARTICLE
2019,31059644,JOURNAL ARTICLE
2019,31059642,JOURNAL ARTICLE
2019,31054854,JOURNAL ARTICLE
2019,31053046,JOURNAL ARTICLE
2019,31053031,JOURNAL ARTICLE
2019,31052344,JOURNAL ARTICLE
2018,31051208,JOURNAL ARTICLE
2019,31051071,JOURNAL ARTICLE
2019,31048872,JOURNAL ARTICLE
2019,31048566,JOURNAL ARTICLE
2018,31048459,JOURNAL ARTICLE
2019,31048223,JOURNAL ARTICLE
2018,31045210,JOURNAL ARTICLE
2018,31043592,JOURNAL ARTICLE
2019,31042373,JOURNAL ARTICLE
2019,31042361,JOURNAL ARTICLE
2019,31039282,JOURNAL ARTICLE
2019,31038366,JOURNAL ARTICLE
2019,31038109,JOURNAL ARTICLE
2019,31035832,JOURNAL ARTICLE
2019,31035759,JOURNAL ARTICLE
2019,31035574,JOURNAL ARTICLE
2019,31034821,JOURNAL ARTICLE
2019,31034138,LETTER
2019,31030575,JOURNAL ARTICLE
2018,31030081,JOURNAL ARTICLE
2018,31029539,JOURNAL ARTICLE
2019,31029103,JOURNAL ARTICLE
2018,31028787,JOURNAL ARTICLE
2019,31026161,JOURNAL ARTICLE
2018,31022324,JOURNAL ARTICLE
2019,31021593,JOURNAL ARTICLE
2019,31020292,JOURNAL ARTICLE
2019,31018188,EDITORIAL
2019,31016705,JOURNAL ARTICLE
2019,31016297,JOURNAL ARTICLE
2019,31013062,JOURNAL ARTICLE
2018,31012266,JOURNAL ARTICLE
2017,31011195,JOURNAL ARTICLE
2019,31010123,JOURNAL ARTICLE
2019,31009747,JOURNAL ARTICLE
2019,31008591,JOURNAL ARTICLE
2018,31008359,JOURNAL ARTICLE
2019,31003987,JOURNAL ARTICLE
2018,31003719,JOURNAL ARTICLE
2019,31002757,JOURNAL ARTICLE
2019,31001862,JOURNAL ARTICLE
2018,31000590,JOURNAL ARTICLE
2019,30998839,JOURNAL ARTICLE
2019,30997667,JOURNAL ARTICLE
2018,30996894,JOURNAL ARTICLE
2019,30996123,JOURNAL ARTICLE
2019,30995831,JOURNAL ARTICLE
2018,30995217,JOURNAL ARTICLE
2019,30990313,JOURNAL ARTICLE
2019,30988699,JOURNAL ARTICLE
2019,30986354,JOURNAL ARTICLE
2019,30980511,JOURNAL ARTICLE
2018,30979970,JOURNAL ARTICLE
2018,30979906,JOURNAL ARTICLE
2018,30978387,JOURNAL ARTICLE
2019,30977548,JOURNAL ARTICLE
2019,30976317,JOURNAL ARTICLE
2019,30974078,JOURNAL ARTICLE
2019,30974044,JOURNAL ARTICLE
2019,30971082,JOURNAL ARTICLE
2019,30969105,JOURNAL ARTICLE
2019,30968743,JOURNAL ARTICLE
2019,30968019,JOURNAL ARTICLE
2019,30964646,JOURNAL ARTICLE
2019,30964430,JOURNAL ARTICLE
2019,30962573,JOURNAL ARTICLE
2019,30962099,JOURNAL ARTICLE
2019,30959805,JOURNAL ARTICLE
2019,30959245,JOURNAL ARTICLE
2018,30957921,JOURNAL ARTICLE
2019,30957491,JOURNAL ARTICLE
2018,30955892,JOURNAL ARTICLE
2019,30955324,JOURNAL ARTICLE
2017,30954530,JOURNAL ARTICLE
2019,30953779,JOURNAL ARTICLE
2019,30953759,JOURNAL ARTICLE
2018,30953683,JOURNAL ARTICLE
2019,30951810,JOURNAL ARTICLE
2018,30944767,JOURNAL ARTICLE
2018,30944170,JOURNAL ARTICLE
2019,30943009,JOURNAL ARTICLE
2019,30940507,JOURNAL ARTICLE
2019,30938476,JOURNAL ARTICLE
2018,30938460,JOURNAL ARTICLE
2018,30937303,JOURNAL ARTICLE
2018,30936852,JOURNAL ARTICLE
2019,30936302,JOURNAL ARTICLE
2019,30936208,JOURNAL ARTICLE
2018,30935921,JOURNAL ARTICLE
