Author,PublicationYear,CountPubs
"GUENNOUN, RYM",2019,1
"GUEROULT, MARC",2017,1
"GUERRA, RICHARD",2019,1
"GUERREIRO, PATRICIA",2019,1
"GUEVARA, DANIEL",2017,1
"GUEVARA-MARTINEZ, MONICA",2019,1
"GUHLIN, JOSEPH",2018,1
"GUI, YAOTING",2017,1
"GUIDI, CHIARA",2017,1
"GUIDO, NICHOLAS J",2016,1
"GUIDO, NICHOLAS J",2019,1
"GUILAK, FARSHID",2017,1
"GUILAK, FARSHID",2019,2
"GUILLAUME, MAX",2019,1
"GUILLEMETTE, BENOIT",2016,1
"GUILLONNEAU, FRANCOIS",2017,1
"GUINARD, CAROLINE",2018,1
"GUINN, M TYLER",2019,1
"GUINN, MICHAEL TYLER",2019,1
"GUIONNET, MATTHIEU",2018,1
"GUISONI, N",2016,1
"GUIZIOU, SARAH",2016,2
"GUIZIOU, SARAH",2018,2
"GUIZIOU, SARAH",2020,1
"GULCK, THIES",2020,1
"GULDER, TOBIAS ALEXANDER MARIUS",2018,2
"GULER, EMINE",2016,1
"GULERIA, SANJAY",2017,1
"GULL, MUNAZZA",2017,1
"GULTOM, MITRA",2020,1
"GUMEL, ABBA B",2018,1
"GUMULYA, YOSEPHINE",2016,1
"GUMULYA, YOSEPHINE",2018,1
"GUMUS, Z PÃƒâ€žÃ‚Â±NAR",2016,1
"GUMY, LAURA F",2017,1
"GUMZ, HANNES",2017,1
"GUNAWAN, ERRY",2016,1
"GUNAWARDENA, JEREMY",2016,1
"GUNZEL, CHRISTIAN",2019,1
"GUO, BAOLIN",2017,1
"GUO, BINGJIE",2017,1
"GUO, CHENYUE",2020,1
"GUO, CHUN-JUN",2016,1
"GUO, CHUN-JUN",2019,1
"GUO, DAN",2018,1
"GUO, FENG",2019,1
"GUO, FENG-BIAO",2016,1
"GUO, GUIYING",2019,1
"GUO, HAO",2019,1
"GUO, JIANQUAN",2020,2
"GUO, JIANTAO",2017,1
"GUO, JIAXIN",2018,1
"GUO, JIAXIN",2019,1
"GUO, JINGXING",2017,1
"GUO, JUAN",2016,1
"GUO, JUAN",2020,2
"GUO, JUN",2019,1
"GUO, JUNLING",2016,1
"GUO, JUNLING",2019,2
"GUO, LIANG",2017,1
"GUO, LIANG",2019,1
"GUO, LIANG",2020,1
"GUO, LIKUN",2019,1
"GUO, LIN",2017,1
"GUO, LINJIE",2020,1
"GUO, MENGMENG",2019,1
"GUO, RONG",2018,1
"GUO, RONG",2020,1
"GUO, RUI",2016,1
"GUO, RUI",2018,1
"GUO, SANWEI",2016,1
"GUO, SHAOBIN",2019,1
"GUO, SHUANG-SHUANG",2016,1
"GUO, SI-YUAN",2019,1
"GUO, WEI",2020,1
"GUO, WEIHUA",2016,1
"GUO, WEIHUA",2017,1
"GUO, WEISI",2017,1
"GUO, XIAN",2016,1
"GUO, XIAO",2019,1
"GUO, XIAOCUI",2019,1
"GUO, XIAOCUI",2020,1
"GUO, XIAOJUAN",2019,1
"GUO, XIAO-XIANG",2020,1
"GUO, XIAOYAN",2019,1
"GUO, XIUJIE",2016,1
"GUO, XUAN",2018,1
"GUO, XUE-JIAO",2016,1
"GUO, XUE-JIAO",2019,1
"GUO, XUEWU",2017,1
"GUO, XUEWU",2018,1
"GUO, XUN",2018,1
"GUO, YAKUN",2016,1
"GUO, YALI",2017,1
"GUO, YINGLU",2016,1
"GUO, YINGYING",2016,2
"GUO, YINGYING",2017,1
"GUO, YINGYING",2018,1
"GUO, YISONG",2019,1
"GUO, YUAN-YANG",2019,1
"GUO, YU-HAN",2019,1
"GUO, ZHONG",2020,2
"GUO, ZHONGPENG",2016,1
"GUPTA, ANANYA",2020,1
"GUPTA, ANKIT",2018,1
"GUPTA, APOORV",2018,1
"GUPTA, CHINMAYA",2017,1
"GUPTA, DINESH",2016,1
"GUPTA, KAPIL",2016,1
"GUPTA, KAPIL",2019,1
"GUPTA, KUSHOL",2017,1
"GUPTA, MANEESH",2019,1
"GUPTA, MEGHNA",2019,1
"GUPTA, NIHARIKA",2019,1
"GUPTA, PRIYANKA",2019,1
"GUPTA, SANJAN T P",2019,1
"GUPTA, VIJAI KUMAR",2016,1
"GUPTA, VIJAI KUMAR",2018,1
"GUPTA, VISHAL",2017,1
"GUPTA, VIVEK K",2018,1
"GURBATRI, CANDICE R",2019,1
"GURDASWANI, VARTIKA",2019,1
"GURIA, CHANDAN",2018,1
"GURUNG, JYOTI P",2020,1
"GUSMANO, MICHAEL K",2018,1
"GUSS, ADAM M",2017,1
"GUST, BERTOLT",2017,1
"GUSTAFSSON, CLAES",2017,1
"GUSTAVSSON, MARTIN",2016,1
"GUSTAVSSON, MARTIN",2019,1
"GUTIÃƒÆ’Ã‚Â©RREZ-BARRANQUERO, JOSÃƒÆ’Ã‚Â© A",2016,1
"GUTIERREZ, CARLOS",2017,1
"GUTIERREZ, MARTIN",2017,1
"GUTIERREZ-GONZALEZ, MATIAS",2019,1
"GUTMANN, AMY",2017,1
"GUTSCHNER, TONY",2016,1
"GUY, LIONEL",2017,1
"GUYE, PATRICK",2016,1
"GUYET, AURELIE",2018,1
"GUZMÃƒÆ’Ã‚Â¡N-TRAMPE, SILVIA",2016,1
"GUZMAN-ZAPATA, DANIEL",2018,1
"GWISAI, TINOTENDA",2020,1
"GWYTHER, REBECCA E A",2019,1
"GYNNÃƒÆ’Ã‚Â¥, ARVID",2018,1
"GYORGY, ANDRAS",2016,1
"GYULEV, IVAN S",2017,1
"HAAS, CHARLES N",2019,1
"HAAS, CHRISTIANE",2018,1
"HABERBAUER, MARIANNE",2019,1
"HABGOOD, ROBERT",2020,1
"HABIB, MOUNA",2019,1
"HABIBIAN, MARYAM",2018,1
"HABTEMARIAM, SOLOMON",2018,1
"HACÃƒâ€žÃ‚Â±OSMANOÃƒâ€žÃ…Â¸LU, NEDIM",2019,1
"HACKER, ULRICH",2017,1
"HACKSTEIN, JOHANNES H P",2016,1
"HADADI, NOUSHIN",2016,2
"HADADI, NOUSHIN",2018,1
"HADDOCK-ANGELLI, TRACI",2018,1
"HADJI, ABBAS",2017,1
"HADJITHOMAS, MICHALIS",2017,1
"HAEFLIGER, BENJAMIN",2016,2
"HAELLMAN, VIKTOR",2016,1
"HAFEEZ, MIAN ABDUL",2018,1
"HAFERKAMP, ILKA",2019,1
"HAFFKE, MATTHIAS",2016,1
"HAFNER, JASMIN",2016,1
"HAFNER, SOPHIA",2018,1
"HAGAN, MICHAEL F",2018,1
"HAGEL, JILLIAN M",2017,1
"HAGEL, JILLIAN M",2018,1
"HAGELTHORN, DAVID M",2016,1
"HAGEMANN, HENRIK",2016,1
"HAGEMANN, MARTIN",2017,1
"HAGERTY, PATRICK",2018,1
"HAGHPARAST, ALIREZA",2019,1
"HAHN, RAINER",2018,1
"HAHN-HÃƒÆ’Ã‚Â¤GERDAL, BÃƒÆ’Ã‚Â¤RBEL",2016,1
"HAIECH, JACQUES",2016,1
"HAIECH, JACQUES",2017,2
"HAIECH, JACQUES",2018,1
"HAILES, HELEN C",2019,1
"HAILSTONES, DEBORAH",2018,1
"HAINAUT, MATTHIEU",2016,1
"HAINES, MATTHEW",2017,1
"HAITJEMA, CHARLES H",2016,1
"HAITJEMA, CHARLES H",2017,1
"HAJNAL, IVAN",2016,1
"HAJNAL, IVAN",2017,1
"HAJNOCZKY, GYOERGY",2018,1
"HALATEK, JACOB",2016,1
"HALBRITTER, THOMAS",2018,1
"HALDENBY, SAM",2016,1
"HALE, ANDREW T",2019,1
"HALES, JOHN E",2018,1
"HALEWOOD, MICHAEL",2017,1
"HALEY, JOSHUA A",2016,1
"HALKIER, B A",2016,1
"HALKIER, BARBARA ANN",2018,2
"HALL, ANTHONY",2016,1
"HALL, ANTHONY",2017,1
"HALL, ANTHONY J W",2016,1
"HALL, CHRISTOPHER C",2019,1
"HALL, DREW A",2016,1
"HALL, NEIL",2016,2
"HALL, ROY A",2016,1
"HALLACLI, ERINC",2017,1
"HALLER, BARBARA",2018,1
"HALLER, BARBARA",2019,1
"HALLERAN, ANDREW D",2017,1
"HALLERAN, ANDREW D",2018,2
"HALLINAN, JENNIFER",2016,2
"HALLIWELL, SAMANTHA",2018,1
"HALLMANN, ARMIN",2016,1
"HALLSTROM, NATALYA",2016,1
"HALPER, SEAN M",2017,1
"HALPER, SEAN M",2018,1
"HALPER, SEAN M",2020,1
"HALTER, WOLFGANG",2016,1
"HALWEG-EDWARDS, ANDREA L",2016,4
"HAM, JAMES D",2017,1
"HAMACHER, KAY",2016,1
"HAMACHER, KAY",2017,1
"HAMACHER, KAY",2018,1
"HAMADA, KEISUKE",2019,1
"HAMADA, TSUTOMU",2020,1
"HAMADACHE, SAMIR",2020,1
"HAMAKER, NATHANIEL K",2020,1
"HAMASHIMA, KIYOFUMI",2018,1
"HAMBERGER, BJOERN",2016,1
"HAMBERGER, BJOERN",2017,1
"HAMBERGER, BJOERN",2018,2
"HAMBOR, JOHN",2019,1
"HAMED, REFAAT B",2017,1
"HAMEDIRAD, MOHAMMAD",2016,1
"HAMEDIRAD, MOHAMMAD",2017,1
"HAMEDIRAD, MOHAMMAD",2018,1
"HAMEDIRAD, MOHAMMAD",2019,1
"HAMILTON, JOSHUA J",2018,1
"HAMILTON, KERRY",2019,1
"HAMILTON, MATTHEW",2017,1
"HAMILTON, MATTHEW",2019,1
"HAMILTON, MEGAN E",2018,1
"HAMILTON, R ALEXANDER",2020,1
"HAMMARSTROEM, LENNART",2019,1
"HAMMEL, ALEXANDER",2020,1
"HAMMER, DANIEL A",2016,1
"HAMMER, STEFAN",2016,1
"HAMMER, STEFAN",2019,1
"HAMMERLING, MICHAEL J",2019,1
"HAMMOND, MING C",2018,1
"HAMMOND, RICHARD",2017,1
"HAMOEN, LEENDERT W",2016,1
"HAMWY, OMAR",2018,1
"HAN, CHUN-YAN",2016,1
"HAN, GANG",2017,1
"HAN, HUA",2019,1
"HAN, JIAHUI",2018,1
"HAN, JIANING",2019,1
"HAN, JINPENG",2020,1
"HAN, JUNDONG",2019,1
"HAN, KAP-HOON",2017,1
"HAN, KYUNG-HWAN",2018,1
"HAN, LAICHUANG",2018,1
"HAN, LAICHUANG",2019,3
"HAN, MEI",2016,1
"HAN, MENG",2019,1
"HAN, MENGYING",2020,1
"HAN, PINGPING",2017,1
"HAN, PINGPING",2018,1
"HAN, SHI-LEI",2016,1
"HAN, SHUANGYAN",2017,1
"HAN, SUN M",2016,1
"HAN, SUNG OK",2016,2
"HAN, SUNG OK",2019,1
"HAN, TAEHEE",2020,1
"HAN, TIANTING",2020,1
"HAN, XIAO",2019,1
"HAN, XIAOJUN",2019,3
"HAN, XIAOJUN",2020,1
"HAN, XINPENG",2020,1
"HAN, YICHAO",2017,1
"HAN, YUFANG",2017,1
"HANCOCK, EDWARD J",2017,1
"HANCZYC, MARTIN M",2018,2
"HANCZYC, MARTIN M",2020,1
"HANDEL, FRANZISKA",2019,1
"HANDERSON, STEVEN",2016,1
"HANEWICH-HOLLATZ, MIKHAIL H",2019,1
"HANIFIN, CHARLES T",2019,1
"HANIKEL, NIKITA",2017,1
"HANING, KATIE",2018,1
"HANKO, ERIK K R",2017,1
"HANKO, ERIK K R",2018,1
"HANKO, ERIK K R",2019,2
"HANNA, GABI",2017,1
"HANNA, HANNA ABO",2020,1
"HANS, SEBASTIAN",2019,1
"HANS, STEPHAN",2017,1
"HANSEN, ANDERS HUEJGAARD",2017,2
"HANSEN, ANDERS HUEJGAARD",2018,3
"HANSEN, ANDERS HUEJGAARD",2019,4
"HANSEN, ANNE SOFIE LÃƒÆ’Ã‚Â¦RKE",2016,1
"HANSEN, CECILIE CETTI",2018,1
"HANSEN, ESBEN HALKJÃƒÆ’Ã‚Â¦R",2017,1
"HANSEN, HENNING GRAM",2019,1
"HANSEN, WILLIAM A",2016,1
"HANSON, THOMAS E",2017,1
"HANST, MALEEN",2019,2
"HANTE, FALK M",2016,1
"HAO, GE-FEI",2019,1
"HAO, HAIPING",2017,1
"HAO, HE",2018,1
"HAO, WENLIANG",2019,2
"HAO, YUE",2017,1
"HAO, YUE",2018,2
"HAO, ZHIMIN",2017,1
"HARA, KIYOTAKA Y",2017,1
"HARA, YOSHIHIKO",2016,1
"HARADA, YOSHIE",2017,1
"HARALAMPIDIS, KOSMAS",2020,1
"HARBAUGH, SVETLANA V",2017,1
"HARBAUGH, SVETLANA V",2019,1
"HARDER, DANIEL",2016,2
"HARDING, SIMON D",2018,1
"HARDING, SIMON D",2019,1
"HARDMAN, SAMANTHA J O",2016,1
"HARDY, GAIL G",2019,1
"HARDY, M D",2016,1
"HARIMOTO, TETSUHIRO",2019,1
"HARINGA, CEES",2019,1
"HARIRI, AMANI A",2019,1
"HARMAN, VICTORIA M",2019,1
"HARMANSA, STEFAN",2018,1
"HARMER, ZACHARY P",2017,1
"HARMON-SMITH, MIRANDA",2019,1
"HARNIMAN, ROBERT",2017,1
"HARNVANICHVECH, YOSAPOL",2019,1
"HARPER, CHRISTINE E",2019,1
"HARPER, MARY KAY",2017,1
"HARPP, DAVID N",2016,1
"HARRER, DANIEL",2019,1
"HARRINGTON, HEATHER A",2016,1
"HARRINGTON, HEATHER A",2018,1
"HARRINGTON, LEON",2017,1
"HARRINGTON, LUCAS B",2016,1
"HARRIS, ANDREAS W K",2017,1
"HARRIS, EDOUARD A",2016,1
"HARRIS, KURT L",2019,1
"HARRIS, NICHOLAS C",2017,1
"HARRISON, SCOTT J",2016,1
"HARROUN, SCOTT G",2018,1
"HARTEL, TOBIAS",2018,2
"HARTIG, JOERG S",2016,2
"HARTIG, JOERG S",2017,1
"HARTIG, JOERG S",2019,2
"HARTLEY, SARAH",2016,1
"HARTLINE, CHRISTOPHER J",2017,1
"HARTLINE, CHRISTOPHER J",2020,1
"HARTMAN, MATTHEW C T",2018,1
"HARTMANN, JONAS",2019,1
"HARTSOUGH, LUCAS A",2018,1
"HARTUNG, FRANK",2019,1
"HARTZELL, EMILY J",2020,1
"HARVEY, ANTHONY J",2018,1
"HARVEY, COLIN J B",2017,1
"HARVEY, INMAN",2018,1
"HARWOOD, COLIN R",2016,1
"HARWOOD, COLIN R",2017,1
"HARWOOD, JOHN L",2018,1
"HARWOOD, WENDY A",2018,1
"HASELMAYR, WERNER",2017,1
"HASELOFF, JIM",2016,4
"HASELOFF, JIM",2017,2
"HASELOFF, JIM",2018,1
"HASELOFF, JIM",2020,1
"HASENJAGER, SOPHIA",2019,1
"HASHEMI TABAR, GHOLAMREZA",2019,1
"HASHEMPOUR-BALTORK, FATANEH",2018,1
"HASHIMOTO, ROBIN",2016,1
"HASLAM, RICHARD P",2016,1
"HASLEY, WILLIAM D",2020,1
"HASS, AUSTIN G",2019,1
"HASSAN, MOHAMED I",2016,1
"HASSAN, MOHAMED I",2017,1
"HASSAN, SAQIB",2017,1
"HASSELBACHER, BRENNA",2019,1
"HASSETT, DANIEL J",2017,2
"HASSETT, DANIEL J",2020,1
"HASSLACHER, MAIKE K",2019,1
"HASSOUN, SOHA",2018,1
"HASSOUNEH, WAFA",2017,1
"HASTINGS, QUINN A",2019,1
"HASTY, JEFF",2016,6
"HASTY, JEFF",2017,2
"HASTY, JEFF",2018,1
"HASTY, JEFF",2019,3
"HASUNUMA, TOMOHISA",2019,1
"HATANO, TOMOYUKI",2019,1
"HATCH, ACE J",2016,1
"HATCH, ANDREW",2016,1
"HATSCH, ANAÃƒÆ’Ã‚Â«LLE",2016,1
"HATTAB, GEORGES",2017,1
"HATTON, DIANE",2017,1
"HATTON, DIANE",2018,1
"HATZAKIS, NIKOS S",2016,1
"HATZIKIRIAKOS, SAVVAS G",2018,1
"HATZIMANIKATIS, VASSILY",2016,2
"HATZIMANIKATIS, VASSILY",2018,1
"HATZIMANIKATIS, VASSILY",2019,1
"HAUBER, JOACHIM",2016,1
"HAUERT, SABINE",2020,1
"HAUGBRO, MICHAEL",2019,1
"HAUGEN, STEFAN J",2020,1
"HAUK, PRICILA",2016,1
"HAUK, PRICILA",2017,1
"HAUK, PRICILA",2018,3
"HAUK, PRICILA",2019,1
"HAUPT, GRETCHEN",2017,1
"HAURA, ERIC B",2017,1
"HAUSTRAETE, JURGEN",2020,1
"HAVRLENTOVA, MICHAELA",2018,1
"HAWARI, ALIAH",2018,1
"HAWKINS, KRISTY M",2016,1
"HAWKINS, KRISTY M",2019,1
"HAY, JAKE J",2018,1
"HAY, SAM",2016,1
"HAY, SAM",2019,2
"HAYAKAWA, YUKIKO",2018,1
"HAYASHI, DAISUKE",2020,1
"HAYASHI, HIRONORI",2019,1
"HAYASHI, KARIN",2019,1
"HAYASHI, MASAHITO",2018,1
"HAYASHI, MASAHITO",2020,1
"HAYES, CHELSEA A",2017,1
"HAYES, DANIEL J",2018,1
"HAYES, FINBARR",2016,1
"HAYES, K R",2018,1
"HAYNES, KARMELLA A",2016,1
"HAYNES, KARMELLA A",2017,2
"HAYNES, KARMELLA A",2018,2
"HAYRY, MATTI",2017,2
"HAYS, STEPHANIE G",2016,2
"HAYWARD, MICHAEL",2018,1
"HAZEN, STANLEY L",2019,1
"HE, ANBANG",2016,3
"HE, BEIBEI",2018,1
"HE, BEIBEI",2020,1
"HE, CAIYUN",2017,1
"HE, CHAO",2019,1
"HE, CHUAN",2018,1
"HE, CHUNNIAN",2020,1
"HE, EMILY",2018,1
"HE, HAI",2018,1
"HE, HAI",2019,1
"HE, JIACHENG",2016,1
"HE, JIANGHAIYANG",2016,1
"HE, JIANQIAO",2020,1
"HE, JUAN",2019,1
"HE, JUAN",2020,1
"HE, LIAN",2017,1
"HE, LIAN",2018,1
"HE, LIAN",2020,1
"HE, MINGXIONG",2018,1
"HE, QIAONING",2018,1
"HE, QINGFANG",2018,1
"HE, RUYI",2018,1
"HE, SI-MEI",2018,1
"HE, WEI",2017,2
"HE, WENQIN",2020,1
"HE, WENYING",2018,1
"HE, XI",2016,1
"HE, XINYUAN",2016,1
"HE, XIUPING",2018,1
"HE, YANQING",2019,1
"HE, YILE",2019,1
"HE, YONGHUA",2017,1
"HE, YU",2019,1
"HE, YUEHUI",2018,1
"HE, ZILONG",2018,1
"HEAD, IAN M",2017,1
"HEAD, SHELBY E",2018,3
"HEAL, JACK W",2017,1
"HEALY, C P",2019,1
"HEAP, JOHN T",2016,1
"HEAP, JOHN T",2017,1
"HEAP, JOHN T",2018,2
"HEAP, JOHN T",2019,1
"HEATH, RACHEL S",2018,1
"HEAVEY, PATRICK",2017,2
"HEBDITCH, MAX",2019,1
"HEBERT, ALEXANDER S",2018,1
"HEBERT, ALEXANDER S",2020,1
"HEBRARD, LUC",2018,1
"HECHT, ARIEL",2016,1
"HECHT, ARIEL",2020,1
"HECHT, MICHAEL H",2016,1
"HECHT, MICHAEL H",2017,2
"HECHT, MICHAEL H",2018,1
"HECHT, MICHAEL H",2019,1
"HECHT, MICHAEL H",2020,1
"HECHTL, VERA K",2017,1
"HECKEL, ALEXANDER",2018,1
"HECTOR, RONALD E",2016,1
"HEDBERG, YOLANDA S",2016,1
"HEDDLE, JONATHAN G",2018,1
"HEDIN, ALEX",2019,1
"HEEB, LAURA",2019,1
"HEEMSKERK, IDSE",2017,1
"HEERMANN, TAMARA",2018,1
"HEERMANN, TAMARA",2019,1
"HEFZI, HOOMAN",2018,1
"HEFZI, HOOMAN",2019,1
"HEGAZY, MOHAMMAD",2018,1
"HEGEMAN, ADRIAN D",2019,1
"HEGEMANN, JULIAN D",2019,1
"HEGGER, PATRICIA S",2018,1
"HEGUY, ADRIANA",2016,1
"HEHN, ALAIN",2019,1
"HEIDARI FEIDT, RAHELEH",2017,1
"HEIDARI FEIDT, RAHELEH",2018,1
"HEIDARI, RAZIEH",2019,1
"HEIDELBERGER, JAN B",2017,1
"HEIDER, HARALD",2016,1
"HEIDINGER, PETRA",2019,1
"HEIJSTRA, BJÃƒÆ’Ã‚Â¶RN D",2016,1
"HEIL, JOCHEN",2020,1
"HEIMES, MICHAEL",2016,1
"HEIN, CHRISTOPHER",2016,1
"HEINE, DANIEL",2018,1
"HEINEIKE, BENJAMIN M",2019,1
"HEINEMANN, ILKA U",2017,2
"HEINEMANN, ILKA U",2019,2
"HEINEMANN, MATTHIAS",2017,1
"HEINER, MONIKA",2017,1
"HEINEY, PAUL A",2016,1
"HEINLEIN, MANFRED",2017,1
"HEINZLE, ELMAR",2017,1
"HEISTINGER, LINA",2019,1
"HEITKAMP, THOMAS",2019,1
"HELFRICH, ERIC J N",2019,1
"HELL, DENNIS",2017,1
"HELL, DENNIS",2018,1
"HELLINGWERF, KLAAS J",2016,1
"HELLINGWERF, KLAAS J",2017,1
"HELLINGWERF, KLAAS J",2018,1
"HELLINGWERF, KLAAS J",2019,1
"HELLIWELL, KATHERINE E",2016,1
"HELLMANN, LEON",2017,1
"HELTZEL, ANOUK A L M",2017,1
"HELWIG, BRITTA",2016,1
"HELWIG, BRITTA",2018,1
"HEMACHANDRAN, HRIDYA",2017,1
"HEMATTI, PEIMAN",2017,1
"HENDERSON, IAN M",2016,1
"HENDRIKSE, NATALIE M",2018,1
"HENG, BOON CHIN",2018,1
"HENG, YU CHYUAN",2018,1
"HENKE, MATTHEW T",2016,1
"HENNACY, JESSICA H",2020,1
"HENNEBERG, KATHARINA",2016,1
"HENNEMANN, JULIA",2018,1
"HENNESSY, JAMES R",2017,1
"HENNESSY, ROSANNA C",2017,1
"HENNIG, STEFAN",2018,1
"HENNIGAN, JENNIFER N",2020,1
"HENNRICH, OLIVER",2019,1
"HENRI, JULIEN",2018,1
"HENRICH, ERIK",2016,2
"HENRICH, ERIK",2017,2
"HENRICH, ERIK",2019,1
"HENRION-CAUDE, ALEXANDRA",2020,1
"HENRIQUES, DAVID",2016,1
"HENRIQUES, DAVID",2017,1
"HENRISSAT, BERNARD",2016,1
"HENRY, CHRISTOPHER S",2017,2
"HENRY, CHRISTOPHER S",2019,1
"HENRY, KEVIN A",2017,1
"HENSE, BURKHARD A",2017,1
"HENSEL, GOETZ",2018,1
"HENSEL, ZACH",2017,1
"HENSKE, JOHN K",2016,1
"HENSON, MICHAEL A",2016,1
"HENSON, WILLIAM R",2016,1
"HENZLER-WILDMAN, KATHERINE A",2019,1
"HEPP, SEBASTIAN",2019,1
"HERCHE, WESLEY",2018,1
"HERCZEG, ROBERT",2017,1
"HERDE, MARCO",2020,1
"HERDEWIJN, PIET",2016,2
"HERDEWIJN, PIET",2017,3
"HERDEWIJN, PIET",2018,3
"HERDEWIJN, PIET",2019,3
"HERMAN, BARRI",2016,1
"HERMINGHAUS, STEPHAN",2018,2
"HERMJAKOB, HENNING",2020,1
"HERNAN, LUIS",2018,1
"HERNANDEZ SORAIZ, EDUARDO",2019,1
"HERNANDEZ, AMANDA C",2019,1
"HERNANDEZ, CHRISTOPHER J",2019,1
"HERNANDEZ, NANCY E",2020,1
"HERNANDEZ-ANDREU, JOSE MIGUEL",2017,1
"HERNANDEZ-MARTINEZ, CARLOS ANDRES",2019,1
"HERNANDEZ-OROZCO, SANTIAGO",2018,1
"HERNANDEZ-ORTEGA, AITOR",2018,1
"HERNANDEZ-QUIROZ, FRANCISCO",2018,1
"HERNANSAIZ-BALLESTEROS, ROSA",2018,1
"HERNANZ-KOERS, MIGUEL",2017,1
"HERNDAY, AARON D",2019,1
"HERNER, SHELBY",2018,1
"HERRERA, ROBERTO",2017,1
"HERRERA-GUTIERREZ, LUZ JANETH",2018,1
"HERRERO ACERO, ENRIQUE",2019,1
"HERRERO, ENRIC",2017,1
"HERRGÃƒÆ’Ã‚Â¥RD, MARKUS J",2016,1
"HERRING, LAURA E",2017,1
"HERRMANN, JONATHAN",2019,1
"HERRON, J CODY",2018,1
"HERSCHLAG, GREGORY",2016,1
"HERSEN, PASCAL",2017,1
"HERSHEWE, JASMINE M",2017,1
"HERTING, GUNILLA",2016,1
"HERTWECK, CHRISTIAN",2018,2
"HERTWECK, CHRISTIAN",2019,1
"HERTZ-FOWLER, CHRISTIANE",2016,2
"HERTZ-FOWLER, CHRISTIANE",2017,1
"HESKETH, EMILY E",2017,1
"HESLOP, DAVID JAMES",2018,1
"HESS, HENRY",2019,2
"HESS, WOLFGANG R",2016,1
"HESS, WOLFGANG R",2017,1
"HESSE, WILLIAM R",2017,1
"HETTICH, ROBERT L",2020,1
"HEUCKEN, NICOLE",2020,1
"HEUILLET, MAUD",2018,1
"HEUX, STÃƒÆ’Ã‚Â©PHANIE",2016,1
"HEYDE, KEITH C",2016,1
"HEYDE, KEITH C",2017,2
"HEYDE, KEITH C",2018,1
"HEYEN, NILS B",2016,1
"HEYER, LAURIE J",2018,1
"HEYES, DERREN J",2016,1
"HEYMANN, M",2019,1
"HEYMANN, MICHAEL",2016,1
"HEYMANN, MICHAEL",2018,2
"HEYMANN, MICHAEL",2019,3
"HEYN, KRISTINA",2018,1
"HIBBERD, JULIAN M",2019,1
"HIBI, KEITA",2020,1
"HICKENBOTHAM, SIMON",2016,3
"HICKEY, DAVID P",2018,1
"HICKS, MAGGIE",2019,1
"HICKS, MAGGIE",2020,1
"HICKS, MATTHEW G",2018,1
"HICKS, NATALIE",2016,1
"HIDAKA, TAKUYA",2016,1
"HIDALGO, DIEGO",2017,1
"HIGASHI, SAYURI",2018,1
"HIGASHIKUNI, YASUTOMI",2017,1
"HIGBEE, ALAN",2020,1
"HIGHT, CHRISTOPHER M",2020,1
"HIGO, AKIYOSHI",2016,1
"HILBURGER, CLAIRE E",2019,1
"HILDEBRANDT, PETER",2016,1
"HILGERS, FABIENNE",2016,1
"HILL, LANDER R",2018,1
"HILLEMANNS, PETER",2017,1
"HILLENMEYER, MAUREEN E",2017,1
"HILLER, CALEB J",2017,1
"HILLER, EKKEHARD",2017,1
"HILLSON, NATHAN J",2016,4
"HILLSON, NATHAN J",2017,3
"HILLSON, NATHAN J",2019,2
"HILVERT, DONALD",2017,1
"HILVERT, DONALD",2018,2
"HILVERT, DONALD",2019,1
"HILZINGER, JACOB M",2017,1
"HINCHLIFFE, TAYLOR E",2018,1
"HINCHLIFFE, TAYLOR E",2019,2
"HINDLEY, JAMES W",2017,1
"HINE, A V",2017,1
"HINKLE, KEVIN",2019,1
"HINKLEY, TROY C",2018,1
"HINKS, MICHAELA",2019,1
"HINMAN, KRISTINA",2016,1
"HINTON, JAY C D",2019,1
"HINZPETER, FLORIAN",2016,1
"HIRAISHI, KUNIHIKO",2016,1
"HIRAKI, KEI",2020,1
"HIRAMATSU, KOTARO",2019,1
"HIRAMATSU, KOTARO",2020,1
"HIRAO, ICHIRO",2016,1
"HIRAO, ICHIRO",2017,1
"HIRAO, ICHIRO",2018,1
"HIRASAWA, TAKASHI",2016,1
"HIRATA, NAOYA",2019,1
"HIRATA, YUSUKE",2017,1
"HIRNING, ANDREW J",2017,1
"HIROKAWA, TAKATSUGU",2017,1
"HIROSAWA, MOE",2019,1
"HIROSE, SHIGENORI",2020,1
"HIROTA, RYUICHI",2018,1
"HIRSCH, JAN P",2016,1
"HIRSCHI, S",2018,1
"HIRSCHI, STEPHAN",2016,2
"HIRSCHI, STEPHAN",2017,1
"HIRSCHI, STEPHAN",2019,1
"HIRST, JUDY",2020,1
"HIRT, DAGNY",2020,1
"HIRTZ, DENNIS",2016,1
"HISABORI, TORU",2016,1
"HISCOCK, TOM W",2019,1
"HITCHCOCK, ANDREW",2018,1
"HITCHCOCK, ANDREW",2019,1
"HITTINGER, CHRIS TODD",2016,1
"HIX, ELIJAH G",2020,1
"HJELM, ANNA",2017,1
"HLAWACEK, GREGOR",2017,1
"HO, BENJAMIN",2018,1
"HO, HSING-I",2018,1
"HO, J C H",2017,1
"HO, JACK C H",2016,1
"HO, JAMES C S",2016,1
"HO, JOANNE M L",2017,1
"HO, JONATHAN",2016,1
"HO, KENNETH K Y",2016,1
"HO, KENNETH L",2016,1
